sentence1,label
Depression or just seeking attention? Ha ha,1
"Remember Chavez was against illegal immigration, because it depressed wages of his workers.  #LaborDayWeekend2018",0
It's not my fault my phone is so shitty it can only take depressing pictures.,0
@user ARE YOU GOING TO KILL ME OF ANXIETY,0
Depression was not on my vocab until Im struggling with this now.,1
"There is nothing men are so anxious to keep, and yet are so careless about, as life Jean de la Bruyère, Characters",0
oopsie looks like I'm on the brink of being all sad and depressed again why even fight it at this point,1
"Xanax is p great not gonna lie, I am no longer anxious but I also don't give a fuck about anything at all and it feels fantastic",0
luv getting to a doctors appt early but having to wait 15+ mins my anxiety is so bad rn,0
"If I appear snappy, I apologize in advance. My paranoia/anxiety has been spiking up more than usual lately.",1
@user I'm depressed. Can't watch that horrifying scene😭😭😭,0
i was ridiculously anxious during that part 💀,0
@user @user I'm so very sorry! This is so wrong! I know the anxiety you're dealing with &amp; my heart goes out to you!!,0
New guy at work: you look like someone who's dead inside and clearly you have depression.Me: yeah what's new,1
seasonal depression starting to fade finally,1
Shit is depressing bro,0
"Not having your hair, nails &amp; eyebrows done is depressing asf 😭😩",0
dora the grown up is me. depressing huh,0
is it possible to have a 12+ hr long anxiety attack because i feel like I've been having one literally all day,1
I got big dick energy last night all the sudden im not depressed,0
@user we depressed over here ok,1
Stop confusing your nerves with anxiety. So many of y'all need to learn this,0
"Drivers have also gone through drug rehabilitation. However, depression is something a little different.",0
today my mother told me one no wants to be around me bot even her because I have really bad depression and anxiety... that hit hard,1
"will MORE than likely try to stream today. Will keep ya updated, slept in and having extreme anxiety, hopefully a stream can happen.",0
@user Not that I don't want Q to post....but I'm anxiously awaiting YOUR next video. :),0
@user @user @user Anxiously awaiting your review.,0
depressed bitch hours,1
Depression is real. Check on your friends,1
Being left on read by my favourite person or people leaves me a special kind of anxious and sad,0
5. Anxiety is/ the handmaiden of creativity. [T.S. Eliot],0
"So my depression thinks that it has everything all figured out.  Now really, how can that possibly be true?  Ok then self, just be HOPEful!",1
I HATE anxiety,1
DESTROYED BY MADNESSANXIETY IS FREEDOM,0
@user @user @user This thread is giving me anxiety.,0
@user Perfect way to cheer me up on this depressing day!,0
@user Thats called anxiety babe. Just gotta push though and trick ya mind to not let it bring you down.,0
"I'm emotionally, physically and mentally depressed so please forgive me if I'm not the same person.",1
Well.... I'm depressed,1
don't wanna be depressed anymore. finally putting in work on that..,1
I've got separation anxiety just thinking about leaving Olly and I'm no even on holiday yet 😢😢😢😢,0
no one: my anxiety: lol i don't think you locked the door,0
depressed hours: [OPEN],1
@user couple of anxious teenagers,0
dealing with anxiety without medication,1
@user benzo withdrawals I'm depressed af but fuck a bar I got enough bad luck,1
how do you actually get yourself out of depression,1
"We aren't all crazy irresponsible obesessed fan girls we're all queer and depressed BTS and Big Hit know this, there was a fucking survey",1
Like I came here to see white teenagers wylin out. Not to be attacked with these depression hot takes @user,0
I will be forever depressed if Senegal doesn't  go through 😭,0
Collage in an anxious and malleable manner,0
@user Are*  frustration* jealousy* Depression*,0
To the guy who stole my antidepressants I hope you're happy now,1
I need someone with nails to scratch my head I got anxiety for two second and bit all of mine,0
So is everyone just romanticizing depression and anxiety now? Is that supposed to be the new wave,0
"i dug myself out of depression, this glow is personal baby",0
It's the same 8 niggas liking all my depressing shit.Y'all make me worry.,0
We're getting inspected by the state at work this week and my anxiety is already through the roof and I'm at home,0
"@user but what if the only time we ever talk is whenever i can get over my anxiety (which is almost never, h a h)",1
@user The dog was just anxious mostly,0
This gives me anxiety😶,0
Why do i get the anxiety at night 🤦🏻‍♀️,1
God had to nerf me cos I was too powerful so he hit me with that seasonal depression... every season lmao,1
@user This gave me anxiety and anger i didn't know I could conjure at 5 AM.Thank god it was a meme,0
Sports center covering golf is depressing,0
This season of Survivor is giving me an unhealthy amount of anxiety.,0
...  anxiously awaiting @user to release the @user tickets for September. #theslowhearts,0
#anxiety sucks!!!!!! I just want to sleep kinda normal......,1
@user Depression face,1
I hate depression. @BTS_twt #TeenChoice #BTSARMY #ChoiceFandom,1
A self aware GIF gets performance anxiety as it attempts to ssh into a person's drill bit as soon as it is happy with the person it's become,0
My anxiety has been through the roof lately and I feel like I have no one to talk to and I just need a friend,1
Booking a one-way flight gives me a mild anxiety ☹️,0
@user cant fucking wait its pretty damn depressing to live with mom at 21,0
@user I hope so too ;-; I have a feeling I am probably panicking over nothing but I always do this because of how anxious I get &gt;.&lt;;,0
"If we arguing I'm always gone win😂💯, cause u bitches always end up mad or depressed at the end😘!",0
"@user Omg, I'm anxious",1
sorting out important papers and its making me anxious af,0
my anxiety has been so high these past 7/8 days it's just too much i can't function,1
@user I've never been so depressed in my life😭,1
@user @user I'm actually findnig place to escape from proff depression here on twitter 🤣 meme war would be perfect. 😍,0
At 04:30 I'm drugging myself and going to bed. If I don't wake up 💀 lmao as if my anxiety won't wake me up 😬,1
@user we're all just depressed hoes huh,1
Nothing makes me more anxious than trying to catch my shopping when it's coming off the till at hyperspeed in #Aldi,0
the mental health descriptions gave me anxiety I don't even have OCD,1
Having depression feels like the only way to fix having it is isolating yourself from the world.,1
Health anxiety is literallly the worst!!! Like my ear is sore and google just ain't helping,1
"Depression shopping, yay",1
I been having to smoke before work &amp; after and I hate it😩 only thing that helps a little w/ my anxiety when I have it every blue loom,1
am i born with it or is it my anxiety,1
"when you feel so sad, upset, worried and depressed with no reason .. what does that mean?",1
Thread: There is nothing more depressing than listening to my grandparent's conversation at breakfast.,0
Twitter highkey depressing these days . I might be off it for a while . Tryna keep my vibrations high.,0
😂😭😂😂  RT @user GOT is giving me anxiety,0
Sending my mom lighthearted depression memes when I'm in a depressive episode is a mood,1
Bella's month by month montage of depression.biTCHH ME TOO. 🗣🗣🗣🗣,0
@user It's made me so depressed I can't stand it,1
Depression is not taken serious enough.,0
i'm going to italy tomorrow night n i'm kinda anxious but no worries ://,0
@user both have to move bc we can't afford college &amp; are also *checks notes*depressed,1
"Moved to Manipal today for further studies. Even after 5 years of hostel experience, new places and new people kick in a lot of anxiety.",1
@user @user well not the anxiety but the rest! &lt;3,0
@user @user @user Depressing how much the Democrats and Republicans are willing to lose in attempting to win.,0
"Communicating through voice notes gives me actual anxiety, i sound like an actual 50 year old male who smokes 50+ a day",1
@user That's life for ya. But antidepressants help manage it.,1
@user I feel like we fucked up. I'm almost depressed about this,0
I wish more small businesses had animals inside. Like an office cat or dog. Give me something to calm my social anxiety.,1
@user Anxiety takes over when it comes to this team.,1
Cast all your anxiety on Him because He cares for you. // 1 Peter 5:7,0
Lil peep and xxxtentacion music was trash as fuck only depressed pussy listen to that shit,0
I get anxiety when I'm sent someone's IG page lol,0
@user @user @user @user @user You can see in his eyes and body language something is not right. Very anxious!,0
well that's depressing,0
Let me keep it 💯 most of my depression will calm down if I had money 💸💸💸 out the ass ...,1
What a depressed night,1
@user got me depressed 😢 don't get me wrong I wanted the evil characters to die but godamn!,0
"@user @user @user himself, to be exceedinglyanxious",0
My Twitter has been so depressing lately I need to headbang to feel better.,0
The amount of anxiety I've been having the past couple days is insane.,1
I'm thinking I might be mildly depressed legitimately,1
Lil bit anxious that #slovenia look like brother and sister and are shagging eachother with their eyes #Eurovision,0
"Somehow, in the last two days, the universe has opened my eyes as to where a lot of my insecurities and anxieties come from.",1
@user His anxiety meds must be working. I mean standing TOP means showing his forearms is scandalous. But that chest! My god.,0
Watching Leonardo get in a fight with that bear sparked my anxiety,0
im depressed its so fucking long until i meet friends,1
"Depression slapped me in my face today, imma go back to sleep",1
anxiety at an all time low. 🥂,0
@user I ain't depressed my guy just have anxiety attacks that stress me out. Cheers man,1
"@user My life being a giant ball of stress and anxiety and my brain being a broken piece of shit, mostly",1
this is incredibly depressing,1
Twitter typos depress me 😅,0
My anxiety is skyrocketing lately so please be patient with me if I take a long time to reply to you :|,1
Stuck in the depression but life goes on,1
DID YOU JUST SAY DEPRESSING OC CONCEPT???,0
"I honestly can't go to sleep now, my anxiety is through the roof",1
"Snapchat's got some type of depression Ad on it, and it's triggering as shit, it's also awful to hear, needs to be taken off lol.",0
Feels like love islands been on forever... the day it started we went on honeymoon. Depressing 😕 #loveisland,0
#CBD tends to cure my anxiety ngl,1
"Sure sex is good, but have you ever tried to sAy nO tO DePreSSiOn?",0
I'm so happpppppy with my life. People please stop asking why I'm sad-mad-depressed-high-ITS JUST MY FACE💀💀💀💀💀💀🤷🏼‍♀️,0
When thinking about life remember this: no amount of guilt can solve the past and no amount of anxiety can change the future.,0
Faye cured my depression.,0
"Reading this back it sounds cocky but it's not, I just say no to every plan new people try to make with me because I have social anxiety",1
I'm so depressed rn..... going to smoke up and Idk,1
Gotta love that depression and anxiety that makes you feel like throwing up.,0
@user Arlington being spelt wrong in your name gives me anxiety,0
@user What a depressing team that would make,0
"I need love, I'm depressed, I'm a fool, I'm a mess",1
People who regularly help others are significantly happier and less likely to become depressed as they get older.,0
@user This gif gave me anxiety lmaooofjdjdkd,0
Has this guy tried to even understand depression before coming up with this BS conclusion?,1
the tl has been depressing today i hope everyone has a better day tomorrow goodnight!,0
@user Can you please fix it soon. I am having freaking anxienty here,0
Anxious to watch @user in action!!!  A talented group at every position!!! @user,0
@user @user Depressed,0
anxiety attack begins,1
@user because family guy is the viewing equivalent of depression food,0
Arsenal fans all depressed that they lost today wait till Saturday y'all gonna be big sad,0
my shoes have wheels because the depression doesn't stop,0
So much anxiety right now,1
"Stress, anxiety &amp; depression are the result when we are living to please others. -Paulo Coelho",0
"@user my plethora of memes is not that large, it's mainly depressive shit;;;",0
when i send a risky text i always hide the person's alerts idk why but it makes me feel less anxious,0
"@user Not depressing....disgusting! This person showed no backbone, whatsoever. Or maybe he was threatened...",0
Depressed me and the positive changes I made while I was feeling better,0
@user @user @user Or what does liking pics have to with depression....this tweet is dumb,0
My anxiety is through the roof today,1
@user @user @user Depression is a bitch.,1
@user anxiously awaiting for the cans to hit stores,0
Lofl my anxiety ruins my life,1
I've been in a good mood all morning and then BAM depression just hit my in the face lmao,1
@user Anxiety at being stuck in a lift with people where there's no space makes me do it,0
The post PAX withdrawal/depression is damn real. Unplugged can't come soon enough!,0
Chicago traffic gives me fucking anxiety,0
my first foray into writing simon/markus: Simon is a depressed old man and Markus is his manic pixie dream twink.,0
I think he's trying to get killed. He's always saying he's depressed so u never know,0
So much for self care and relaxation. Anxiety up the ass 😖,1
its a depressing day to be a madridista im going to bed,0
"@user I agree with you. I also use fidgets, they've been invaluable to me in situations when I'm coping with high anxiety.",1
"Depress your mentions, ain't got to be a bighead",1
Today has been pretty shit but  I did wash my sheets so at least I can be depressed in a nice clean bed!,0
@user Low key i wish my mom knew she had anxiety and that i inherited it. It could have helped majorly with my life,0
forgot to get veggies on bowl im depressed,0
63 hours of depression and counting 👍🏼,1
Anxiety on 10000,1
19 is just as depressing as18...,0
"I wish everyone would understand that when having depression, you can't control your thoughts. Instead, your thoughts control you.",1
Birthday tomorrow. Only one year until the rather more depressing landmark one! Woo!,0
OH MY GODTELL ME WHO IS THIS PERSONOZKSOKAXOAK I'M CURIOUS AND ANXIOUS ABOUT THAT,0
"why did i agree to 8am shifts, my anxiety is so bad every morning i feel like i'm going to puke",1
i just remember i got paid time to dump money to get rid of my depression,1
I just had one of the worst anxiety attacks I've had in a cool min what's uppppp 🤪,1
"@user This is so cool!! Thank you for considering those of us with social anxiety, @user love you you're awesome!",1
I hate anxiety. Haven't eaten all damn day,1
What cures my depression? Baby Zia's small long hugs and l'amour de ma famille 💕,1
im kinda glad i didnt go to the movie 😳 just from videos im already anxious jfc,0
I absolutely hate not being able to fall asleep... Anxiety drives me insane.,1
@user Oh wow!!! lol that's depressing on this end,0
"friend: is depressedme, struggling to help them feel better:",1
my life is just me trying to say something about how depressed and sad i feel all the time while being convinced nobody needs that kinda bs,0
"Today, woke up to blessings on blessings. It's the small reminder my anxiety needed 👏🏽🙏🏽🙌🏽",0
When they say to use fitness to help with depression,0
Actually parang wala namang rason para maging sad ako but my anxiety casts all the happiness aside. 😞,0
i get depressed. i buy a DVD on ebay. its the perfect system really!,0
Stressed and depressed x1000 lol,1
depressed - edgy thot,1
did tess have like an episode of anxiety? anxiety attack? #SweetBitter,0
me: himy mom: oh good evening my depressed hoe,0
Anxiety just hit me so hard,1
I'm up super early coz I just had a really depressing dream and I now need yt :(,0
"haven't taken my anxiety medicine in like 2 weeks, which is probably why I feel like my life is falling apart. whoops, I better get on that",1
this is the pdx depression,1
guess who has a bucket load of anxiety on this fine morning,1
Gotta stop letting depression get the best of me.,1
@user Anxiously waiting for his treat:) wondering where it is.,0
that was honestly horrible advice and that just made me more anxious ahshajjaabsnaksnns,0
being a depress person ain't a jk,1
Depression meal is bagel bites with mint chocolate chip ice cream,0
"im not happy - in fact i feel miserable, anxious, lonely and horrible. all the time.",1
Loosing everything little by little ... breaking down day after day .. sleeping thru my depression everyday.. when will it end,1
"@user Wow I thought this product would cater towards my 90s nostalgia, not my 2018 depression.",1
@user And I'm stunned and depressed it's that high.,1
Curse you anxiety. Why do you only manifest yourself at night with nausea and disrupt my sleep 😭😭😭,1
Music and love cures my depression,1
"At a time when depression &amp; mental illness are so prevalent in our society, we must carefully govern what information we let into our minds.",0
save me from depression cuz my life got no direction,1
@user my dear melancholy but like ... 1029382x more depressing,1
The lack of a stylus with Super Mario Maker 2 is really depressing. Where you at @user,0
Just sitting in my OB's office is making me so anxious. I'm so ready to meet my little nugget!,0
"This summer is going to be a lot I can feel it now they already cutting up, and it's the exact reason I get anxiety going out.",1
@user I hate this cause people say oh well at least you have food. Like that stops depression or feeling sad/unhappy,1
@user anxiety&gt; @user anxiety #BattleOfWinterfellDay,0
The reason why ga makes me anxious and why I don't want front row hhhh help,0
"Despite what your public school education taught you, the New Deal was not the cure to the great depression",0
@user I'm ok now had a rough night with my anxiety which leads to stomache pain I'm ok 🙂 &lt;3,1
@user Truly am anxious about it lol I will soon though 😂,0
I check the local spca website every day to look at cats and it's so depressing seeing how many bunny's have showed up in the last month :(,0
i literally feel left out every day im  so depressed,1
"@user You nailed it. Actually, I did notice! And that made me supremely more anxious.",0
"@user Our athem sounds depressing, but I guess it's pretty cool 🦁🇳🇱",0
Anxiety is so fucking CATCHY but selena's entrance sucks tbh just her entrance tho she killed the rest🔥,0
Someone convince me to go to WrestleMania next year and not let my stupid anxiety get in the way!!! :(,0
take care of ur mental health — the really depressed girl,1
me: needs attention also me: gets incredibly anxious when people look at me,1
i'm sorry for so many depressing tweets lately i just feel like i have to put my thoughts somewhere,1
I give myself anxiety,1
Ahhh I'm finally feeling like myself again 😩👏🏾👏🏾 depression you bitch you almost got me 😂,1
im all alone and depressed,1
"@user @user yeh, uh, unless you wanna deal with my anxiety ridden self then sure 😆",1
@user Just a wave of normal depression poking through the post concert depression. It's all good though.,1
WHY AM I DEPRESSED?,1
"@user aaaa i forgot an expression, tired or depressed would be great, your choice",1
jsjdjdjf i talk as if i haven't been big sad as it is but it's really almost annual hailey depression week,1
@user another anxiety chat any time soon? 😘🙏🏼,0
@user 🗣I have depression!,1
Driving in this weather with Leo in the car gets my anxiety through the roof 😖,0
I am so anxious right now I can literally feel my whole body tensing up,1
'You're too young to be depressed',1
i feel like they have an issue with me. or is it just my anxiety?,1
my irl caught me checking cals on a bag of popcorn and my anxiety is thru the roof,1
Sundays suck.Tooo anxious to sleep.Perfect.,1
"Do u think if I baked the book Rewriting The Rules into a cake and ate it, my anxiety would disappear",1
Study shows 30% of teens with T1D have depressive symptoms! This disease is hard on our kids.,0
I wish test anxiety wasn't a thing,1
How I go from feeling so so happy to severe anxiety and panic attacks I will never know,1
I'm depressed they're making a Hulu series and didn't cast @user as Alaska,1
'You look so tired' Is call depression,1
@user I'll be your depression medicine,0
"Some of you don't have anxiety, you just have to pooh",0
well fucking joke on u because im already extremely depressed,1
If you watch porn in HD you can literally see the depression on their faces.,0
I'm so horny but I am depressed,1
The streets of England are quiet. This is depressing.,1
Candle feels depress and isolated she hid in a cave.,0
the closer to summer means the closer to a new rick and morty season but also the seasonal depression that comes with it,1
"someone: h-me, someone with crippling social anxiety: hï! ωhα†'š ψ⊕ur ƒα∀⊕rï†ε pεïςε ⊕ƒ ƒuηï†urε",0
depression and obsession don't mix well i'm poisoned and my body don't feel well,1
@user Im not depressed 😂💀💀 I was chillin and thought about it,0
My friends are the cause of my anxiety levels going thru the fucking roof,1
ive joined a lot of discords while of been on here and I don't remember who is on all of them and it makes me anxious,1
I hate anxiety. I have felt so off lately.,1
Good she out here giving niggas ptsd and depression shorty needs to be taken in by the cdc,1
I like to Direk Bobet Vidanes tackles abiut depression,0
target aesthetic is depression and talking about zodiacs,0
'Stressed and depressed',1
And when you said manic depression's a frustrated mess,1
I had a dream last night that tom holland and I hugged for five minutes straight and now I'm depressed,0
Movies relieve all kinds of anxiety,0
@user @user Transitioning was the only thing that treated my depressionism and anxietheism.,0
Depression and anxiety,1
I go through a whole stage of anxiety before I ask for a simple $5,0
anxious level: extreme,1
@user @user @user @user this looks like another depressing read - thank you for the heads up,0
i just feel so overwhelmed rn i'm super anxious about 50 different things uh,1
@user Not all rich people have depression. :/,0
Cutting back caffeine can help #reduceanxiety and #irritability.,0
A bit of sunshine for anyone who regularly reads my depressing AF twitter feed.,1
another anxiety filled day ugh,1
SHOUTOUT to the hella abusive person who yelled swear words and unhelpful rage at me when I'm already on anxiety high alertShhhhoooootttt,1
Anxiety at night is the WORST,1
I love overcoming depression and PTSD from losing a loved one traumatically and healing with your friends by your side,1
"@user Yep, all of these depressing futures are depressingly possible.",0
@user It's sad and depressing that I'm living 7 hours away by flight from Korea or Japan 😭 It's difficult 💦,0
@user  fam meh depression is out cuz I used up all meh happiness yesterday,0
"Damn. I need to find a way to be happy, cause dis depressed shit ain't workin &amp; it ain't for me.",1
I am not a person built for live-streams they make me so anxious if I get behind,1
omg thank god i can start my midnight pacing soon i was getting so mf anxious djdjjdjk god i'm so goddamn stupid i hate myself,1
"I dont like wearing foundation.I let people see my flaws, insecurities, and depression up my surface.",1
@user @user @user Anxiously waiting!,0
My dad said to me that I don't seem depressed but ohhhohohoh boy if I only had the courage to tell you how I felt,1
#WATCRY is @user depressed or something?,0
@user AND THEN SHE ALWAYS PULLS THE 🌫🖤☁️ luv u guys sorry i'm so depressed LIKE SHUT TF UP,0
everything is manageable until a depressive episode and pms hit at the exact same time,0
depression at its finest,1
I woke up and was depressed that whole day,1
After break up one moves on a new relationship..and other in depression!,0
Does anyone else's get summer depression. This heat actually makes me miserable,0
Depression is more tiring than work 😩😢😭,1
@user omg ty queen i dont have depression anymore,0
When someone you havent seen or talked to in years and were close to move in a few houses away... hello anxiety :))),0
will I ever have a job that doesn't fill me with massive anxiety lol,0
ive been chugging caffeine since 4:30 this morning my anxiety is going to be through the roof ! 😬,0
"@user So much, yes. I can get almost depressed about it.",0
getting more anxious day by day,1
My oc is supertalented to be horny and depressed at the same time,0
"So they're now just 30+ &amp; depressed because of the cultural pressure to marry. Once you go black , YOU CANT go back 💀",0
"I have a bio test in a few  minutes and my anxiety is just being annoying, can it not... its not the right time!!!💀😭😭😭😭",0
I got soo much coming up this month  getting anxiety just thinking about it,1
im just kinda sad i quit because depression and then started gaining weight .,1
I still love how much after laughter has helped me with my anxiety and depression god I love paramore so much,1
I'm so anxious for tomorrow,1
All of a sudden depression jokes aren't so funny,1
I'm really trying to pray this depression out of my life. Cause I just can't.,1
"Anxiety sucks. I know I look hella cute in this outfit, but I still worry about what other people think.",1
I AM NON-RESPONSIVE TO DEMONIC DEPRESSION! ****THOSE WHO DEAL WITH THIS REPEAT IT MORE THAN ONCE!!!,1
my anxiety was pretty bad today should i get another tattoo be honest,1
This is sooo depressing 🙁🙁🥺,1
@user That is extremely depressing,0
"I like the way getting a #tattoo feels. If I'm depressed, it's nice to get one and deal with the pain.",0
Why is normal living so hard 😢 #PND #mentalhealth #depression,1
My house is so fucking depressing like I just would rather die. I don't even know where to start it's so dirty.,1
I will overcome my depression &amp; anxiety...fucking WATCH me.,1
"No, I'm in a constant state of depression",1
My anxiety has been sky high this week and honestly I don't know what I'm going to do if it continues to be like this,1
Def been depressed for a month straight.,1
Nothing diminishes anxiety faster than action. —Walter Anderson via @user,0
How do we change the stereotype that depression is an illness that solely effects white people? #RealGoboza,0
"i'm depressed, meg",1
jus wanted to say that spamming me makes me rly rly anxious so i would appreciate if u wouldnt do that ^__^,0
@user Well I'm depressed that you haven't been here,1
"@user See @user we're everywhere, us phone-anxiety people...",0
Wow I'm having such an awful anxiety attack Rn holy shit,1
Anxiety is fckn killing me rn 😭,1
Anxiety on 1000. Don't bother me.,1
I'm to depressed for this shit,1
@user What do you feel anxious about?,1
ok my mum is going to kill me bc i spent 600+ on shoes this month LOL BUT I finally bought the golf le fleurs!!!! my depression is cured,0
@user @user ...@zoewhittall I didn't find your book depressing. Just saying!,0
stop rt those rt or else posts on my tl they make me so anxious you guys are the Worst,0
If I smoke while having an anxiety attack would that make it worse. ?,0
"Also, the team mate have capacity and have effort than I so I get further depressed .",1
I've the worst anxiety the last 3 days. I think a tattoo would make me feel better. Just sayin 🤷🏼‍♀️,0
Wow im depressed,1
I'm mixed with anxiety and love rn hoo boy,0
@user they give me anxiety now 🙃 totally ruins the concert experience,0
Twitter is just A depression site foh ugly people like me.. :/,0
this gives me anxiety,1
Anxiety is an illusion,0
"Your deer daddy is depressed,  how do you cheer him up?",1
Nicolas sparks movies give me depression lmao,0
im depressed is the game fucking DEAD now? Why tf NINTENDO ACTING LIKE ITS OVER FOREVER BITCH STOP BEIN DRAMATIC,0
Really enjoyed this game. It felt like a really solid look into an anxiety in a very approachable way.,0
@user The anxiety is real,1
@user I think I'm also just ridden with anxiety because I don't want to look like a fool in the gym (:,1
this is depressing. goodnight.,1
What's it like not be constantly plagued by anxiety,1
"@user The year just started, and you know the most depressing day. Enough with the trash jor",1
"My anxiety has reached a new point where if something I'm watching is going badly, I get stressed out about it? Which is super weird.",1
Of course you should run Asses with soldiers. You should anxious everything with cards.,0
bring back that depression weed,0
*screeching* wHy tHe FuCK!!! do i have anxiety!!! nothing is happening!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
My anxiety! #GameOfThornes - how many tears will i shed ?,0
"You know what ? I got depressed, sad but no one's there.",1
@user It's anxiety,1
@user taking antidepressants is bimbofication,1
Why am I so scared to kill myself? I wish I could just bring myself to do it already... 🥀#Depression #Suicidal,1
"im depressed and sleepy, somebody pls reply with chris pictures",1
@user @user They're building around EliWon't be surprised if Eli gets extended....Holy shit I'm depressed now,0
Been sleeping all day. Am I tired or is this depression?,1
Social anxiety + being alone in public....   FOCCCCC,1
i'm really gonna need someone to distract me this weekend and not let me stay home and be depressed,1
me: i have anxietyperson:,1
Im depressed and fed up beyond belief and just want it to end,1
"My hair ain't darker stop it y'all are making me depressed, it's literally the same LMAO",0
Okay sorry for being depressing I'm back 😚🤟🏼,0
Me personified in a single tweet. Thank you for seeing my once a week depressive tweet ok bye.,0
Wow it really is depression hours,1
Fun Fact: Anxiety can open up existentialism,0
And im rapping these days. That means im really stressed and anxious. I havent rapped in like months lmao so im worried.,1
"Depression is so serious, depression killed my fucking father almost a year ago ..",1
"Shit makes me hella depressed, but I'll smile and continue my day like it's cool",1
Julia's EP out tomorrow omg i cant wait to hear Selena's part on anxiety . Ma bby is back w a new song,0
@user Thought you was gonna be less depressing in here? Sheesh,0
obsessed depressed at the same time,1
Boomers have to blame shootings on Video Games because they dont believe that depression is real.,1
*uses caffeine as an antidepressant*,0
if i was depressed i would simply just be happy,1
it's been a very depressing week.,1
depression really fucking sucks,1
Libra culture is using the same nail polish color at the salon 2-3 visits in a row bc trying to pick a new one causes you anxiety,0
"anyways, my last year of college starts today whew anxiety!",0
"'Dad.. I'm depressed.' 'Hi depressed, I'm Dad.'",0
respiratory depression be my god,0
"deactivated my main because not only do i feel invisible, i am also depressed.",0
